,regiao_geografica,regional_de_saude,municipio,tipo_da_instituicao,sigla_da_instituicao,nome_da_instituicao,cnpj_da_instituicao,cnpj_do_escritorio_regional_local,tipo_da_forma_de_abastecimento,codigo_forma_de_abastecimento,nome_da_forma_de_abastecimento,nome_da_eta_uta,data_de_registro,data_de_preenchimento_do_relatorio_semestral,data_da_coleta,data_da_analise,uf,ano,semestre,substancia,grupo,lq,ld,vmp,resultado,tipo_resultado,consistencia,pt_monitoramento,atendimento_ao_padrao,tipo_cor
1462,SUDESTE,GVS XXV - SANTOS,BERTIOGA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517019603.0,SAA,S350635000002,ETA ITAPANHAU INDAIA,,12/08/2019,09/08/2019,08/04/2019,11/04/2019,SP,2019,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,12092",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1463,SUDESTE,GVS XXVIII - CARAGUATATUBA,UBATUBA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,12277840000185.0,SAA,S355540000001,ETA CAROLINA,,08/08/2019,05/08/2019,18/02/2019,20/02/2019,SP,2019,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,1084",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1464,SUDESTE,GVS XXVII - SÃO JOSÉ DOS CAMPOS,SAO JOSE DOS CAMPOS,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517044390.0,SAA,S354990000012,SISTEMA CENTRAL ETA 2,,22/07/2019,16/07/2019,22/03/2019,27/03/2019,SP,2019,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,1111",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1465,SUDESTE,GVS XXIII - REGISTRO,CAJATI,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,12580889000102.0,SAA,S350925000001,BARRAGEM BARRA DO AZEITE,,08/08/2019,29/07/2019,19/02/2019,26/02/2019,SP,2019,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,1141",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1466,SUDESTE,GVS XVI - BOTUCATU E SGVS XVI AVARÉ,ITAPORANGA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517019107.0,SAA,S352280000005,ITAPORANGA,,02/08/2019,02/08/2019,11/03/2019,18/03/2019,SP,2019,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,14",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1467,SUDESTE,GVS XXXII - ITAPEVA,RIBEIRA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517017589.0,SAA,S354280000003,ETA BAIRRO SALTINHO,,08/08/2019,29/07/2019,25/06/2019,29/06/2019,SP,2019,1,Trihalometanos Total,Subprodutos da desinfecção,"0,0071",,0.1,"0,11045",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1468,SUDESTE,GVS X - OSASCO,COTIA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517039981.0,SAA,S355645000001,SAO LOURENCO,,06/08/2019,23/07/2019,18/02/2019,26/02/2019,SP,2019,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,1155",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1469,SUDESTE,GVS I - CAPITAL,SAO PAULO,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517061995.0,SAA,S350660000005,SISTEMA RIO CLARO ETA CASA GRANDE,,07/08/2019,05/08/2019,13/03/2019,20/03/2019,SP,2019,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,0957",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1470,SUDESTE,GVS X - OSASCO,TABOAO DA SERRA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517070986.0,SAA,S355030000002,ETA ENG RODOLFO JOSE DA COSTA E SILVA ABV,,06/08/2019,23/07/2019,20/03/2019,27/03/2019,SP,2019,1,Trihalometanos Total,Subprodutos da desinfecção,"0,0071",,0.1,"0,12373",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1471,SUDESTE,GVS X - OSASCO,ITAPEVI,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517039981.0,SAA,S355645000001,SAO LOURENCO,,06/08/2019,23/07/2019,19/03/2019,27/03/2019,SP,2019,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,1069",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1472,SUDESTE,GVS X - OSASCO,VARGEM GRANDE PAULISTA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517039981.0,SAA,S355645000001,SAO LOURENCO,,06/08/2019,23/07/2019,03/06/2019,18/06/2019,SP,2019,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,1219",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1473,SUL,2ª REGIONAL DE SAÚDE- MARAVILHA,RIQUEZA,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433000974.0,SAA,S421507000001,RIQUEZA UNIDADE 1,,29/07/2019,10/05/2019,25/04/2019,04/05/2019,SC,2019,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,043",,0.08,"0,087",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1474,SUDESTE,GVS VIII - MOGI DAS CRUZES,SALESOPOLIS,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517061995.0,SAA,S354500000001,ETA SALESÓPOLIS,,06/08/2019,29/07/2019,08/03/2019,22/03/2019,SP,2019,1,Trihalometanos Total,Subprodutos da desinfecção,"0,0071",,0.1,"0,10955",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1475,SUL,17ª REGIONAL DE SAÚDE- ITAJAÍ,BALNEARIO PICARRAS,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433007715.0,SAA,S421280000001,SAA PICARRAS,,19/09/2019,19/09/2019,16/05/2019,25/05/2019,SC,2019,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,056",,0.08,"0,130",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1476,NORTE,CERRADO TOCANTINS ARAGUAIA,ITAPORA DO TOCANTINS,Empresa Estadual,ATS,AGENCIA TOCANTINENSE DE SANEAMENTO,11996434000100.0,11996434000100.0,SAA,S171110000001,ATS ITAPORA DO TOCANTINS,,03/10/2019,03/10/2019,27/03/2019,08/04/2019,TO,2019,1,Trihalometanos Total,Subprodutos da desinfecção,"0,004",,0.1,"0,240",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1477,SUL,18ª REGIONAL DE SAÚDE- GRANDE FLORIANÓPOLIS,ANTONIO CARLOS,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433000460.0,SAA,S420120000001,SAA ANTÔNIO CARLOS,,08/10/2019,08/10/2019,04/02/2019,14/02/2019,SC,2019,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,051",,0.08,"0,135",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1478,SUL,20ª REGIONAL DE SAÚDE- TUBARÃO,TREZE DE MAIO,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433000621.0,SAA,S421840000002,SAA TREZE DE MAIO,,28/11/2019,28/11/2019,12/03/2019,19/03/2019,SC,2019,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,073",,0.08,"0,119",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1479,NORDESTE,LAGARTO,LAGARTO,Empresa Estadual,DESO,COMPANHIA DE SANEAMENTO DE SERGIPE,13018171000190.0,13018171000190.0,SAA,S280350000001,ETA LAGARTO,,12/11/2019,12/11/2019,05/08/2019,30/08/2019,SE,2019,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,02",,0.08,"0,2",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1480,SUL,18ª REGIONAL DE SAÚDE- GRANDE FLORIANÓPOLIS,BIGUACU,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433000460.0,SAA,S420230000001,SÃO MIGUEL,,06/12/2019,06/12/2019,25/09/2019,02/10/2019,SC,2019,2,Trihalometanos Total,Subprodutos da desinfecção,"0,004",,0.1,"0,101",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1481,SUL,4ª CRS,NOVA ESPERANCA DO SUL,Empresa Estadual,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,92802784000190.0,92802784005744.0,SAA,S431303000001,NOVA ESPERANÇA DO SUL,,29/11/2019,29/11/2019,28/01/2019,27/02/2019,RS,2019,1,Trihalometanos Total,Subprodutos da desinfecção,"0,0016","0,0005",0.1,"0,28",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1482,SUL,20ª REGIONAL DE SAÚDE- TUBARÃO,TREZE DE MAIO,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433000621.0,SAA,S421840000002,SAA TREZE DE MAIO,,28/11/2019,28/11/2019,11/06/2019,19/06/2019,SC,2019,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,053",,0.08,"0,099",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1483,SUDESTE,GVS XXXII - ITAPEVA,RIVERSUL,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517030410.0,SAA,S354350000001,RIVERSUL,,10/01/2020,10/01/2020,02/12/2019,10/12/2019,SP,2019,2,Trihalometanos Total,Subprodutos da desinfecção,"0,0071",,0.1,"0,12427",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1484,SUDESTE,GVS XXXI - SOROCABA,SAO MIGUEL ARCANJO,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517049359.0,SAA,S355020000001,SÃO MIGUEL ARCANJO,,10/01/2020,10/01/2020,02/12/2019,18/12/2019,SP,2019,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,0994",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1485,SUL,22ª REGIONAL DE SAÚDE- ARARANGUÁ,MARACAJA,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433000621.0,SAA,S420460000001,CRICIUMA,,10/01/2020,10/01/2020,09/12/2019,18/12/2019,SC,2019,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,038",,0.08,"0,084",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1486,SUL,19 RS - JACAREZINHO,JOAQUIM TAVORA,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S411280000001,JOAQUIM TAVORA UT1451,,12/08/2021,10/08/2021,07/10/2019,23/10/2019,PR,2019,2,Trihalometanos Total,Subprodutos da desinfecção,"0,001","0,0003",0.1,"0,1241",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1487,SUDESTE,GVS XVII - CAMPINAS,ITATIBA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517099534.0,SAA,S352340000001,ITATIBA,,13/01/2020,10/01/2020,14/10/2019,25/10/2019,SP,2019,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,0838",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1488,SUDESTE,GVS XVI - BOTUCATU E SGVS XVI AVARÉ,TAGUAI,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517029676.0,SAA,S355300000002,TAGUAI,,10/01/2020,10/01/2020,08/10/2019,12/10/2019,SP,2019,2,Trihalometanos Total,Subprodutos da desinfecção,"0,0071",,0.1,"0,10472",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1489,SUDESTE,GVS XXV - SANTOS,GUARUJA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517019522.0,SAA,S351870000002,JURUBATUBA MONTE CABRAO,,07/02/2020,06/02/2020,23/09/2019,26/09/2019,SP,2019,2,Trihalometanos Total,Subprodutos da desinfecção,"0,0071",,0.1,"0,15",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1490,SUDESTE,GVS VIII - MOGI DAS CRUZES,SALESOPOLIS,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517061995.0,SAA,S354500000001,ETA SALESÓPOLIS,,16/01/2020,13/01/2020,10/09/2019,19/09/2019,SP,2019,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,081391",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1491,SUL,18ª REGIONAL DE SAÚDE- GRANDE FLORIANÓPOLIS,SANTO AMARO DA IMPERATRIZ,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433000460.0,SAA,S421190000001,SAA INTEGRADO GRANDE FLORIANOPOLIS,,22/02/2019,05/02/2018,16/12/2019,27/12/2019,SC,2019,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,038",,0.08,"0,083",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1492,SUL,18ª REGIONAL DE SAÚDE- GRANDE FLORIANÓPOLIS,PALHOCA,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433000460.0,SAA,S421190000001,SAA INTEGRADO GRANDE FLORIANOPOLIS,,22/11/2019,22/11/2019,16/12/2019,27/12/2019,SC,2019,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,038",,0.08,"0,083",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1493,SUDESTE,GVS XVI - BOTUCATU E SGVS XVI AVARÉ,PARANAPANEMA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517056568.0,SAA,S353580000002,HOLAMBRA,,30/01/2020,11/01/2020,11/11/2019,21/11/2019,SP,2019,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,0963",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1494,SUDESTE,GVS XVI - BOTUCATU E SGVS XVI AVARÉ,ITAPORANGA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517019107.0,SAA,S352280000005,ITAPORANGA,,30/01/2020,11/01/2020,23/09/2019,27/09/2019,SP,2019,2,Trihalometanos Total,Subprodutos da desinfecção,"0,0071",,0.1,"0,13505",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1495,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE NORTE,PINHEIROS,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320410000001,ETA PINHEIROS,,30/03/2020,30/03/2020,27/08/2019,11/10/2019,ES,2019,2,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,17",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1496,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE NORTE,PINHEIROS,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320410000001,ETA PINHEIROS,,30/03/2020,30/03/2020,11/11/2019,22/11/2019,ES,2019,2,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,12",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1497,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE METROPOLITANA,SERRA,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320500000005,ETA REIS MAGOS,,30/03/2020,30/03/2020,09/12/2019,13/12/2019,ES,2019,2,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,19",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1498,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE NORTE,ECOPORANGA,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320210000004,SAA ECOPORANGA SEDE,,30/03/2020,30/03/2020,09/07/2019,10/07/2019,ES,2019,2,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,11",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1499,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE NORTE,MONTANHA,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320350000002,ETA MONTANHA,,30/03/2020,30/03/2020,08/10/2019,09/10/2019,ES,2019,2,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,15",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1500,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE METROPOLITANA,CARIACICA,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320130000003,ETA DUAS BOCAS,,30/03/2020,30/03/2020,02/09/2019,04/09/2019,ES,2019,2,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,12",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1501,SUDESTE,GVS XXXII - ITAPEVA,ITAOCA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,32537237000100.0,SAA,S352215000001,ETA ITAOCA,,16/04/2020,10/04/2020,11/11/2019,21/11/2019,SP,2019,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,12",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1502,SUDESTE,GVS XXXIII - TAUBATÉ,SILVEIRAS,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517010223.0,SAA,S355200000001,SISTEMA SILVEIRAS - SEDE,,28/02/2020,17/01/2020,10/10/2019,25/10/2019,SP,2019,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,0898",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1503,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE CENTRAL,MANTENOPOLIS,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320330000070,ETA SAO JOSE DE MANTENOPOLIS,,30/03/2020,30/03/2020,10/12/2019,13/12/2019,ES,2019,2,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,15",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1504,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE CENTRAL,PANCAS,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320400000004,ETA VILA VERDE,,30/03/2020,30/03/2020,15/10/2019,16/10/2019,ES,2019,2,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,15",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1505,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE METROPOLITANA,CARIACICA,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320130000002,ETA CACAROCA,,30/03/2020,30/03/2020,09/12/2019,13/12/2019,ES,2019,2,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,13",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1506,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE NORTE,MONTANHA,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320350000001,CESAN VINHATICO,,30/03/2020,30/03/2020,15/07/2019,18/07/2019,ES,2019,2,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,51",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1507,NORDESTE,15 REGIONAL DE SAUDE CRATEUS,TAMBORIL,Empresa Estadual,CAGECE,COMPANHIA DE AGUA E ESGOTO DO CEARA,7040108000157.0,7040108000157.0,SAA,S231320000001,CAGECE TAMBORIL,,21/01/2020,21/01/2020,09/12/2019,18/12/2019,CE,2019,2,Trihalometanos Total,Subprodutos da desinfecção,"0,003",,0.1,"0,3",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
1508,NORDESTE,15 REGIONAL DE SAUDE CRATEUS,NOVO ORIENTE,Empresa Estadual,CAGECE,COMPANHIA DE AGUA E ESGOTO DO CEARA,7040108000157.0,7040108000157.0,SAA,S230940000001,CAGECE NOVO ORIENTE,ETA NOVO ORIENTE,16/01/2020,16/01/2020,22/08/2019,06/09/2019,CE,2019,2,Trihalometanos Total,Subprodutos da desinfecção,"0,004",,0.1,"0,20",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
1509,SUL,18ª CRS,OSORIO,Empresa Estadual,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,92802784000190.0,92802784036704.0,SAA,S431350000003,ATLANTIDA SUL,ETA I RAINHA DO MAR,12/05/2020,12/05/2020,18/06/2019,02/07/2019,RS,2019,1,Trihalometanos Total,Subprodutos da desinfecção,"0,00059","0,00018",0.1,"0,12",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
1510,NORTE,CERRADO TOCANTINS ARAGUAIA,COUTO MAGALHAES,Empresa Estadual,ATS,AGENCIA TOCANTINENSE DE SANEAMENTO,11996434000100.0,11996434000100.0,SAA,S170600000001,ATS - COUTO MAGALHÃES,UTS 001,09/10/2019,09/10/2019,10/06/2019,18/06/2019,TO,2019,1,Chumbo,Substâncias Inorgânicas,"0,005",,0.01,"0,023",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,1
1511,SUL,12ª REGIONAL DE SAÚDE- RIO DO SUL,TROMBUDO CENTRAL,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433007715.0,SAA,S421860000001,ETA TROMBUDO CENTRAL,ETA TROMBUDO CENTRAL,20/02/2019,20/02/2019,11/02/2019,21/02/2019,SC,2019,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,073",,0.08,"0,156",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
1512,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE NORTE,CONCEICAO DA BARRA,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320160000001,ITAUNAS,ITAUNAS,30/03/2020,30/03/2020,19/11/2019,20/11/2019,ES,2019,2,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,15",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
1513,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE NORTE,PEDRO CANARIO,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320405000001,POLO DE PEDRO CANARIO,ETA DE PEDRO CANARIO,30/03/2020,30/03/2020,02/07/2019,03/07/2019,ES,2019,2,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,42",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
1514,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE CENTRAL,SAO GABRIEL DA PALHA,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320470000001,CESAN- COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,ETA SÃO GABRIEL DA PALHA,30/03/2020,30/03/2020,16/07/2019,18/07/2019,ES,2019,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,01",,0.08,"0,100",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
